"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"212","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:119 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"213","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:120 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","true","true","6756714","6389699","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","true","true","7483811","7192061","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","true","true","9180289","8287870","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","true","true","6779127","6777582","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","true","true","1392518","1291545","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","true","true","1122766","1067971","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","true","true","6479215","6484835","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","true","true","5052010","4486440","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","true","true","4849910","4752938","false","N/A","N/A","N/A","N/A","false","1"
"214","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:121 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","true","true","2303543","2306459","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"215","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:122 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"216","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:123 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"217","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:124 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"218","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:125 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","93","com.google.gson.functional.PrimitiveTest.testDeserializePrimitiveWrapperAsObjectField [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","94","com.google.gson.functional.JsonParserTest.testChangingCustomTreeAndDeserializing [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","95","com.google.gson.functional.JsonAdapterAnnotationOnFieldsTest.testFieldAnnotationTakesPrecedenceOverRegisteredTypeAdapter [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","53","com.google.gson.functional.ExclusionStrategyFunctionalTest.testExcludeTopLevelClassDeserializationDoesNotImpactSerialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","83","com.google.gson.functional.ObjectTest.testEmptyCollectionInAnObjectDeserialization [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"219","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:126 |","6","96","com.google.gson.functional.ThrowableFunctionalTest.testExceptionWithoutCause [gson]","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"220","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:127 |","6","89","com.google.gson.functional.StreamingTypeAdaptersTest.testSerializeNullObject [gson]","1","true","true","false","7130800","7049821","false","java.lang.IllegalStateException","null","N/A","N/A","false","1"
"220","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:127 |","6","90","com.google.gson.functional.NamingPolicyTest.testGsonWithUpperCamelCaseSpacesPolicyDeserialiation [gson]","1","true","true","true","7473312","7027910","false","N/A","N/A","N/A","N/A","false","1"
"220","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:127 |","6","91","com.google.gson.functional.ExposeFieldsTest.testExposeAnnotationSerialization [gson]","1","true","true","false","9758413","9081746","false","java.lang.IllegalStateException","null","N/A","N/A","false","1"
"220","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/gson/./gson/src/main/java/com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java:127 |","6","92","com.google.gson.JsonParserTest.testReadWriteTwoObjects [gson]","1","true","true","false","1873747","1872789","false","java.lang.IllegalStateException","null","N/A","N/A","false","1"
