"PatchIndex","PatchSize","Patch","MethodIndex","TestIndex","UnitTest","RepNumber","PatchValid","PatchCompiled","TestPassed","TestExecutionTime(ns)","TestCPUTime(ns)","TestTimedOut","TestExceptionType","TestExceptionMessage","AssertionExpectedValue","AssertionActualValue","NoOp","EditsValid"
"1444","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/embeddedserver/jetty/websocket/WebSocketHandlerClassWrapper.java:69 |","33","86","spark.GenericIntegrationTest.testGetBinaryHi []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1445","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:161 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1445","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:161 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1445","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:161 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1445","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:161 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1446","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:162 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","125836229","1271209","false","N/A","N/A","N/A","N/A","false","1"
"1446","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:162 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1446","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:162 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","34895607","456691","false","N/A","N/A","N/A","N/A","false","1"
"1446","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:162 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1447","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:164 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1447","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:164 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1447","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:164 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1447","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:164 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1448","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:165 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1448","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:165 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1448","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:165 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1448","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:165 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1449","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:166 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1449","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:166 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1449","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:166 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1449","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:166 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1450","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:167 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1450","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:167 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1450","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:167 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1450","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:167 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1451","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:168 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","128039034","1524922","false","N/A","N/A","N/A","N/A","false","1"
"1451","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:168 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1451","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:168 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","32722231","581057","false","N/A","N/A","N/A","N/A","false","1"
"1451","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:168 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1452","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:169 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","133316824","1944045","false","N/A","N/A","N/A","N/A","false","1"
"1452","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:169 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1452","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:169 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","34434817","813157","false","N/A","N/A","N/A","N/A","false","1"
"1452","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:169 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1453","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:170 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1453","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:170 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1453","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:170 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1453","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:170 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1454","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:172 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1454","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:172 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1454","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:172 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1454","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:172 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1455","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:173 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","125838960","1578273","false","N/A","N/A","N/A","N/A","false","1"
"1455","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:173 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1455","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:173 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","34209515","409769","false","N/A","N/A","N/A","N/A","false","1"
"1455","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:173 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1456","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:174 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1456","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:174 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1456","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:174 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1456","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:174 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1457","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:175 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","133693026","1667968","false","N/A","N/A","N/A","N/A","false","1"
"1457","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:175 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1457","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:175 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","33664343","488025","false","N/A","N/A","N/A","N/A","false","1"
"1457","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:175 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1458","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:176 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","127187421","1687059","false","N/A","N/A","N/A","N/A","false","1"
"1458","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:176 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1458","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:176 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","36351908","398315","false","N/A","N/A","N/A","N/A","false","1"
"1458","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:176 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1459","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:177 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1459","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:177 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1459","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:177 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1459","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:177 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1460","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:178 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","127279804","1513307","false","N/A","N/A","N/A","N/A","false","1"
"1460","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:178 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1460","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:178 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","42917923","393760","false","N/A","N/A","N/A","N/A","false","1"
"1460","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:178 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1461","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:179 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1461","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:179 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1461","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:179 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1461","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:179 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1462","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:181 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","130676004","1726472","false","N/A","N/A","N/A","N/A","false","1"
"1462","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:181 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1462","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:181 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","33729259","508989","false","N/A","N/A","N/A","N/A","false","1"
"1462","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:181 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1463","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:182 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","true","true","133615566","1530863","false","N/A","N/A","N/A","N/A","false","1"
"1463","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:182 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1463","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:182 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","true","true","34714534","734809","false","N/A","N/A","N/A","N/A","false","1"
"1463","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:182 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","true","false","0","0","false","java.lang.IllegalStateException","This must be done before route mapping has begun","N/A","N/A","false","1"
"1464","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:183 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1464","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:183 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1464","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:183 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1464","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:183 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1465","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:184 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1465","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:184 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1465","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:184 |","11","51","spark.GenericIntegrationTest.testEchoParam3 []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1465","1","| gin.edit.line.DeleteLine /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:184 |","11","80","spark.GenericIntegrationTest.testParamWithEncodedSlash []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1466","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:447 |","11","43","spark.GenericIntegrationTest.testPostProcessBodyForFinally []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
"1466","1","| gin.edit.statement.DeleteStatement /home/a1600128/fast/ginnoroot/ginexp/casestudies/spark/./src/main/java/spark/staticfiles/StaticFilesConfiguration.java:447 |","11","107","spark.staticfiles.DisableMimeGuessingTest.testMimeTypes []","1","true","false","false","0","0","false","N/A","N/A","N/A","N/A","false","1"
