CompositeKey,Project,MethodIndex,MethodName,MethodLength,EditDensity,AveUseDefDist,AveUseDefDist/MethodLength,MedDefUseDist,MedUseDefDist/MethodLength,CountLine,CompiledLine,PassedLine,CountStat,CompiledStat,PassedStat,PropLineCompiled,PropLinePassed,PropStatCompiled,PropStatPassed,cyclomatic,ncss,npath,cyc/length,ncss/length,npath/length,InstCoverage-missed,InstCoverage-covered,InstCoverage,DistTopCorner,DistBotCorner,DistTopLeft,DistBotRight
jcodec239,jcodec,239,"org.jcodec.codecs.h264.decode.MBlockDecoderIntra16x16.residualLumaI16x16(MBlock,boolean,boolean,int,int)",13,1.53846154,5.7,0.438,5,0.38461538,20,1,1,20,8,3,0.05,0.05,0.4,0.15,3,10,3,0.23076923,0.76923077,0.23076923,0,64,1,1.049379927,0.412830462,0.93296784,0.633402108
jcodec215,jcodec,215,"org.jcodec.common.IntIntMap.put(int,int)",12,1.5,6.68421053,0.557,6,0.5,18,4,2,18,12,7,0.22222222,0.11111111,0.66666667,0.38888889,4,11,8,0.33333333,0.91666667,0.66666667,5,52,0.9122807,0.789592799,0.633430792,0.789592799,0.633430792
mybatis-34,mybatis-3,4,"org.apache.ibatis.session.SqlSessionFactoryBuilder.build(Reader,String,Properties)",11,2.81818182,4.07692308,0.371,5,0.45454545,31,2,2,31,10,10,0.06451613,0.06451613,0.32258065,0.32258065,3,9,7,0.27272727,0.81818182,0.63636364,1,25,0.96153846,0.869722739,0.557377647,0.815787069,0.633702566
jcodec29,jcodec,29,"org.jcodec.codecs.h264.decode.MBlockDecoderBase.decodeChroma(MBlock,int,int,boolean,boolean,Picture,int)",20,1.45,8.87301587,0.444,8,0.4,29,3,2,29,9,6,0.10344828,0.06896552,0.31034483,0.20689655,3,14,4,0.15,0.7,0.2,11,119,0.91538462,0.994491369,0.450340074,0.888264084,0.634670137
spatial4j33,spatial4j,33,org.locationtech.spatial4j.context.jts.JtsSpatialContextFactory.checkDefaultFormats(),11,12.9090909,6,0.545,6,0.54545455,142,61,30,142,113,63,0.42957747,0.21126761,0.79577465,0.44366197,3,11,4,0.27272727,1,0.36363636,0,47,1,0.718417406,0.703104978,0.779123013,0.63517518
druid931,druid,931,"com.alibaba.druid.support.http.stat.WebAppStat.getURIStat(String,boolean)",24,1,10.6,0.442,11,0.45833333,24,3,3,24,8,8,0.125,0.125,0.33333333,0.33333333,5,14,12,0.20833333,0.58333333,0.5,13,37,0.74,0.858980343,0.566727933,0.809020327,0.636014065
jcodec155,jcodec,155,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma03Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)",11,1.27272727,5.12903226,0.466,4,0.36363636,14,3,2,14,3,0,0.21428571,0.14285714,0.21428571,0,3,9,3,0.27272727,0.81818182,0.27272727,0,76,1,1.18530953,0.36363636,1.064063627,0.63636364
junit4398,junit4,398,"org.junit.Assert.format(String,Object,Object)",11,2,4,0.364,4,0.36363636,22,0,0,22,5,0,0,0,0.22727273,0,4,10,6,0.36363636,0.90909091,0.54545455,0,63,1,1.18530953,0.36363636,1.064063627,0.63636364
jcodec174,jcodec,174,"org.jcodec.codecs.prores.ProresDecoder.readCodeword(BitReader,Codebook)",12,2.08333333,5.66666667,0.472,4.5,0.375,25,1,1,25,6,3,0.04,0.04,0.24,0.12,4,13,4,0.33333333,1.08333333,0.33333333,2,48,0.96,1.079363238,0.393732142,0.956569391,0.636415745
gson49,gson,49,"com.google.gson.internal.bind.MapTypeAdapterFactory.create(Gson,TypeToken<T>)",18,7.27777778,6.76190476,0.376,7,0.38888889,131,11,11,131,25,24,0.08396947,0.08396947,0.1908397,0.18320611,2,12,2,0.11111111,0.66666667,0.11111111,0,55,1,1.020102469,0.429882597,0.90464735,0.637982184
spatial4j32,spatial4j,32,org.locationtech.spatial4j.context.jts.JtsSpatialContextFactory.newSpatialContext(),83,1.63855422,42,0.506,42,0.5060241,136,16,15,136,56,55,0.11764706,0.11029412,0.41176471,0.40441177,1,2,1,0.01204819,0.02409639,0.01204819,0,5,1,0.773781319,0.647772545,0.781527817,0.638405098
junit4192,junit4,192,"org.junit.runners.model.TestClass.collectAnnotatedMethodValues(Object,Class<?extendsAnnotation>,Class<T>,MemberValueConsumer<T>)",18,1.27777778,6.8125,0.378,6.5,0.36111111,23,0,0,23,0,0,0,0,0,0,4,7,5,0.22222222,0.38888889,0.27777778,15,32,0.68085106,1.186667187,0.36111111,1.063203289,0.63888889
jcodec410,jcodec,410,"org.jcodec.common.dct.IDCT2x2.idct(int[],int)",12,1.58333333,5.25,0.438,5,0.41666667,19,3,2,19,10,5,0.15789474,0.10526316,0.52631579,0.2631579,1,10,-1,0.08333333,0.83333333,-0.0833333,0,77,1,0.939794687,0.49281152,0.846491225,0.639945196
druid821,druid,821,"com.alibaba.druid.pool.DruidDataSource.putLast(DruidConnectionHolder,long)",15,1.2,8.29411765,0.553,9,0.6,18,4,4,18,11,9,0.22222222,0.22222222,0.61111111,0.5,3,12,4,0.2,0.8,0.26666667,2,39,0.95121951,0.640312424,0.781024968,0.781024968,0.640312424
mybatis-3241,mybatis-3,241,org.apache.ibatis.binding.MapperMethod.rowCountResult(int),12,3.08333333,5.61538462,0.468,5,0.41666667,37,2,2,37,11,10,0.05405405,0.05405405,0.2972973,0.27027027,8,16,8,0.66666667,1.33333333,0.66666667,21,61,0.74390244,0.934228694,0.496645883,0.840307439,0.642902631
spark17,spark,17,"spark.utils.GzipUtils.checkAndWrap(HttpServletRequest,HttpServletResponse,boolean)",14,13.6428571,5.2,0.371,5,0.35714286,191,17,2,191,81,5,0.08900524,0.0104712,0.42408377,0.02617801,4,9,4,0.28571429,0.64285714,0.28571429,0,34,1,1.166873845,0.358100978,1.037246495,0.643389921
opennlp194,opennlp,194,"opennlp.tools.lemmatizer.LemmatizerME.train(String,ObjectStream<LemmaSample>,TrainingParameters,LemmatizerFactory)",42,1.21428571,17.8,0.424,16,0.38095238,51,3,1,51,11,9,0.05882353,0.01960784,0.21568628,0.17647059,6,30,16,0.14285714,0.71428571,0.38095238,63,56,0.47058824,1.030252709,0.419841143,0.907372804,0.643709426
gson23,gson,23,com.google.gson.stream.JsonReader.doPeek(),133,1.02255639,53.8469388,0.405,54,0.40601504,136,32,14,136,68,35,0.23529412,0.10294118,0.5,0.25735294,41,113,4,0.30827068,0.84962406,0.03007519,32,292,0.90123457,0.950969394,0.48070651,0.846388131,0.647339686
jcodec266,jcodec,266,"org.jcodec.codecs.h264.BufferH264ES.detectPoc(ByteBuffer,NALUnit,SliceHeader)",11,1.81818182,5.60869565,0.510,5,0.45454545,20,2,1,20,7,7,0.1,0.05,0.35,0.35,4,9,8,0.36363636,0.81818182,0.72727273,4,61,0.93846154,0.848540315,0.573682461,0.793165535,0.648090014
jcodec132,jcodec,132,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma02(byte[],int,byte[],int,int,int,int,int,int)",11,2.18181818,4.07317073,0.370,4,0.36363636,24,3,0,24,7,3,0.125,0,0.29166667,0.125,3,10,3,0.27272727,0.90909091,0.27272727,0,115,1,1.081935156,0.384521004,0.947552849,0.648524234
spatial4j29,spatial4j,29,org.locationtech.spatial4j.shape.impl.GeoCircle.numCornersIntersect(Rectangle),23,6.56521739,8.89473684,0.387,9,0.39130435,151,32,16,151,73,34,0.21192053,0.10596027,0.48344371,0.22516556,11,22,128,0.47826087,0.95652174,5.56521739,0,58,1,0.985331824,0.45146276,0.86803658,0.649006875
gson46,gson,46,com.google.gson.stream.JsonReader.nextUnquotedValue(),52,2.63461539,26.1515152,0.503,30,0.57692308,137,41,36,137,82,68,0.29927007,0.26277372,0.59854015,0.49635037,24,40,434,0.46153846,0.76923077,8.34615385,2,93,0.97894737,0.657766699,0.761054486,0.765834963,0.65219458
jcodec337,jcodec,337,"org.jcodec.scale.LanczosResampler.buildTaps(int,int,double,short[][])",10,1.7,4.05,0.405,3.5,0.35,17,2,0,17,3,1,0.11764706,0,0.17647059,0.05882353,3,10,3,0.3,1,0.3,0,75,1,1.143815172,0.354908731,1.004147971,0.652656271
mybatis-383,mybatis-3,83,"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.handleResultSet(ResultSetWrapper,ResultMap,List<Object>,ResultMapping)",15,2.06666667,6.41666667,0.428,6,0.4,31,10,9,31,14,8,0.32258065,0.29032258,0.4516129,0.25806452,3,12,4,0.2,0.8,0.26666667,0,47,1,0.954184603,0.47602237,0.842892791,0.653144162
jcodec59,jcodec,59,"org.jcodec.codecs.h264.decode.MBlockDecoderInter.residualInter(MBlock,Frame[][],boolean,boolean,int,int,int)",18,1.44444444,8.36111111,0.465,7,0.38888889,26,3,3,26,11,6,0.11538462,0.11538462,0.42307692,0.23076923,4,12,6,0.22222222,0.66666667,0.33333333,0,96,1,0.982432067,0.452204607,0.861945791,0.653231373
opennlp21,opennlp,21,opennlp.tools.ml.maxent.quasinewton.NegLogLikelihood.gradientAt(double[]),39,1.07692308,13.7142857,0.352,13.5,0.34615385,42,7,0,42,11,0,0.16666667,0,0.26190476,0,11,24,114,0.28205128,0.61538462,2.92307692,5,176,0.97237569,1.194786503,0.34615385,1.058216655,0.65384615
druid806,druid,806,com.alibaba.druid.sql.dialect.oracle.parser.OracleExprParser.partitionClauseRest(SQLPartitionBy),13,1.46153846,7.69230769,0.592,9,0.69230769,19,7,7,19,11,11,0.36842105,0.36842105,0.57894737,0.57894737,3,11,4,0.23076923,0.84615385,0.30769231,0,37,1,0.521497723,0.902479914,0.810293314,0.655632988
opennlp175,opennlp,175,"opennlp.tools.namefind.DefaultNameContextGenerator.getContext(int,String[],String[],Object[])",26,1.80769231,13.3703704,0.514,14,0.53846154,47,10,7,47,26,22,0.21276596,0.14893617,0.55319149,0.46808511,5,16,10,0.19230769,0.61538462,0.38461539,0,114,1,0.704238028,0.713473546,0.756884588,0.65735943
mybatis-3174,mybatis-3,174,org.apache.ibatis.reflection.ArrayUtil.hashCode(Object),27,1.11111111,11.5,0.426,11,0.40740741,30,4,4,30,11,9,0.13333333,0.13333333,0.36666667,0.3,11,32,36,0.40740741,1.18518519,1.33333333,0,93,1,0.917151011,0.505945449,0.809926415,0.664203265
jcodec72,jcodec,72,"org.jcodec.codecs.h264.decode.SliceReader.readResidualAC(boolean,boolean,int,MBType,int,int,int,int,int,int[])",10,1.4,5.97142857,0.597,4,0.4,14,1,1,14,10,4,0.07142857,0.07142857,0.71428571,0.28571429,8,9,14,0.8,0.9,1.4,2,92,0.9787234,0.932847295,0.491561446,0.818659927,0.664554479
jcodec241,jcodec,241,"org.jcodec.codecs.h264.decode.SliceReader.readResidualInter(MBlock,boolean,boolean,int,int)",17,1.47058824,7.55813954,0.445,6,0.35294118,25,4,1,25,21,4,0.16,0.04,0.84,0.16,6,10,18,0.35294118,0.58823529,1.05882353,0,87,1,1.060323119,0.387514486,0.911135268,0.66654716
druid498,druid,498,com.alibaba.druid.sql.dialect.mysql.visitor.MySqlOutputVisitor.visit(SQLExprTableSource),17,1.52941177,8.66666667,0.510,9.5,0.55882353,26,3,3,26,13,13,0.11538462,0.11538462,0.5,0.5,5,14,12,0.29411765,0.82352941,0.70588235,0,54,1,0.666810826,0.749855811,0.749855811,0.666810826
mybatis-346,mybatis-3,46,org.apache.ibatis.builder.xml.XMLConfigBuilder.parseConfiguration(XNode),19,1.42105263,7,0.368,7,0.36842105,27,6,5,27,8,6,0.22222222,0.18518519,0.2962963,0.22222222,2,16,2,0.10526316,0.84210526,0.10526316,0,78,1,1.001913292,0.430252002,0.860623231,0.669533184
mybatis-3309,mybatis-3,309,"org.apache.ibatis.jdbc.ScriptRunner.printResults(Statement,boolean)",22,1.77272727,9.03125,0.411,9.5,0.43181818,39,5,5,39,14,14,0.12820513,0.12820513,0.35897436,0.35897436,7,17,10,0.31818182,0.77272727,0.45454546,12,71,0.85542169,0.856588846,0.561542101,0.772904141,0.672081224
jcodec134,jcodec,134,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma20NoRound(byte[],int,int[],int,int,int,int,int,int)",12,2.83333333,4.58064516,0.382,4,0.33333333,34,9,3,34,10,3,0.26470588,0.08823529,0.29411765,0.08823529,3,12,3,0.25,1,0.25,0,92,1,1.129495168,0.344813827,0.970786277,0.67248042
druid237,druid,237,com.alibaba.druid.pool.DruidPooledConnection.recycle(),21,1,10.8333333,0.516,11,0.52380952,21,4,4,21,13,10,0.19047619,0.19047619,0.61904762,0.47619048,5,15,12,0.23809524,0.71428571,0.57142857,3,35,0.92105263,0.707908035,0.707908035,0.740778527,0.673435035
druid505,druid,505,com.alibaba.druid.sql.dialect.mysql.parser.MySqlSelectParser.parseTableSourceRest(SQLTableSource),14,1.5,8.15384615,0.582,9,0.64285714,21,9,8,21,15,12,0.42857143,0.38095238,0.71428571,0.57142857,3,10,4,0.21428571,0.71428571,0.28571429,0,35,1,0.55787498,0.860113895,0.772618129,0.673855795
opennlp161,opennlp,161,opennlp.tools.chunker.ChunkerEventStream.createEvents(ChunkSample),10,4.5,3.71428571,0.371,3.5,0.35,45,5,4,45,16,8,0.11111111,0.08888889,0.35555556,0.17777778,3,11,3,0.3,1.1,0.3,2,45,0.95744681,1.048117064,0.392562019,0.893615901,0.673873088
druid560,druid,560,com.alibaba.druid.proxy.jdbc.StatementProxyImpl.executeUpdate(String),10,2.3,5,0.500,4.5,0.45,23,8,8,23,9,9,0.34782609,0.34782609,0.39130435,0.39130435,1,10,1,0.1,1,0.1,0,32,1,0.820372107,0.596338071,0.7569745,0.674995625
druid950,druid,950,com.alibaba.druid.sql.parser.Lexer.nextTokenIdent(),16,1.375,7.875,0.492,8,0.5,22,9,4,22,15,10,0.40909091,0.18181818,0.68181818,0.45454546,4,11,8,0.25,0.6875,0.5,6,21,0.77777778,0.739946387,0.675730401,0.739946387,0.675730401
jcodec151,jcodec,151,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma20(byte[],int,byte[],int,int,int,int,int,int)",12,2.25,4.58064516,0.382,4,0.33333333,27,8,4,27,7,3,0.2962963,0.14814815,0.25925926,0.11111111,3,12,3,0.25,1,0.25,0,100,1,1.111111114,0.351364181,0.949333749,0.675862506
jcodec137,jcodec,137,"org.jcodec.codecs.h264.decode.SliceReader.readChromaAC(boolean,boolean,int,int,MBType,int[],int,int,int)",10,1.6,5.91666667,0.592,4,0.4,16,1,0,16,9,5,0.0625,0,0.5625,0.3125,8,8,10,0.8,0.8,1,1,90,0.98901099,0.9125,0.507598513,0.795396913,0.676502956
jcodec365,jcodec,365,org.jcodec.codecs.h264.encode.DumbRateControl.accept(int),12,1.25,5.78571429,0.482,7,0.58333333,15,2,2,15,8,8,0.13333333,0.13333333,0.53333333,0.53333333,5,13,5,0.41666667,1.08333333,0.41666667,0,46,1,0.625610817,0.790393709,0.747031161,0.676798016
jcodec175,jcodec,175,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma02NoRound(byte[],int,int[],int,int,int,int,int,int)",12,1.33333333,4.26829268,0.356,4,0.33333333,16,2,0,16,5,2,0.125,0,0.3125,0.125,3,10,3,0.25,0.83333333,0.25,0,107,1,1.100031567,0.356000153,0.936341876,0.678284195
jcodec317,jcodec,317,"org.jcodec.codecs.prores.ProresEncoder.writeACCoeffs(BitWriter,int[],int[],int,int[],int)",18,1.33333333,6.52380952,0.362,6,0.33333333,24,3,1,24,3,3,0.125,0.04166667,0.125,0.125,4,18,4,0.22222222,1,0.22222222,0,71,1,1.100031567,0.356000153,0.936341876,0.678284195
jcodec177,jcodec,177,"org.jcodec.codecs.h264.decode.BlockInterpolator.getLuma10Unsafe(byte[],int,int,byte[],int,int,int,int,int,int)",12,1.25,5.4516129,0.454,4,0.33333333,15,3,3,15,3,2,0.2,0.2,0.2,0.13333333,3,9,3,0.25,0.75,0.25,0,74,1,1.093414636,0.359010983,0.92855922,0.679869271
mybatis-3319,mybatis-3,319,org.apache.ibatis.reflection.wrapper.MapWrapper.getSetterType(String),11,3,5.45454546,0.496,4,0.36363636,33,4,4,33,11,8,0.12121212,0.12121212,0.33333333,0.24242424,4,13,4,0.36363636,1.18181818,0.36363636,22,15,0.40540541,0.989383502,0.437036514,0.840328766,0.680975913
opennlp63,opennlp,63,"opennlp.tools.util.featuregen.BigramNameFeatureGenerator.createFeatures(List<String>,String[],int,String[])",11,4.63636364,6,0.545,5,0.45454545,51,8,5,51,24,21,0.15686275,0.09803922,0.47058824,0.41176471,3,10,4,0.27272727,0.90909091,0.36363636,0,100,1,0.802210336,0.613320261,0.743392442,0.683425813
junit4423,junit4,423,org.junit.internal.ArrayComparisonFailure.getMessage(),13,2,6.53846154,0.503,6,0.46153846,26,10,10,26,11,11,0.38461539,0.38461539,0.42307692,0.42307692,3,12,4,0.23076923,0.92307692,0.30769231,0,54,1,0.789164793,0.626108481,0.738822029,0.684788223
opennlp155,opennlp,155,"opennlp.tools.util.featuregen.CachedFeatureGenerator.createFeatures(List<String>,String[],int,String[])",22,2.22727273,10.5833333,0.481,9,0.40909091,49,11,11,49,19,17,0.2244898,0.2244898,0.3877551,0.34693878,3,16,3,0.13636364,0.72727273,0.13636364,0,59,1,0.880717043,0.536397138,0.770612957,0.685229939
spark51,spark,51,"spark.utils.StringUtils.delimitedListToStringArray(String,String,String)",24,7.54166667,9.46428571,0.394,9,0.375,181,29,20,181,59,51,0.16022099,0.11049724,0.32596685,0.28176796,8,18,32,0.33333333,0.75,1.33333333,30,55,0.64705882,0.952093621,0.469060959,0.810235931,0.685578721
disruptor1,disruptor,1,com.lmax.disruptor.dsl.ConsumerRepository.getLastSequenceInChain(boolean),11,72.1818182,4.55555556,0.414,4,0.36363636,794,110,88,794,227,204,0.13853904,0.11083123,0.28589421,0.25692695,5,7,5,0.45454546,0.63636364,0.45454546,0,38,1,0.978323178,0.445244719,0.827278043,0.686272643
junit4229,junit4,229,org.junit.internal.runners.statements.RunAfters.evaluate(),15,1.6,5.75862069,0.384,6,0.4,24,3,3,24,9,8,0.125,0.125,0.375,0.33333333,4,11,4,0.26666667,0.73333333,0.26666667,0,36,1,0.896908272,0.52068331,0.777460256,0.686375341
opennlp87,opennlp,87,opennlp.tools.ml.model.AbstractModelReader.getParameters(int[][]),18,2.94444444,6.56521739,0.365,6,0.33333333,53,10,7,53,15,9,0.18867925,0.13207547,0.28301887,0.16981132,4,13,4,0.22222222,0.72222222,0.22222222,0,82,1,1.064733626,0.374094899,0.894608492,0.687953729
jcodec413,jcodec,413,"org.jcodec.codecs.h264.decode.SliceReader.readLuma8x8CABAC(MBlock,int,int)",16,1.5,6.78571429,0.424,5.5,0.34375,24,8,5,24,7,5,0.33333333,0.20833333,0.29166667,0.20833333,3,12,3,0.1875,0.75,0.1875,0,83,1,1.028299654,0.401953777,0.863075998,0.688525119
jcodec277,jcodec,277,org.jcodec.common.io.BitReader.skip(int),17,1.47058824,7.33333333,0.431,6,0.35294118,25,7,2,25,10,6,0.28,0.08,0.4,0.24,3,13,3,0.17647059,0.76470588,0.17647059,0,62,1,0.99814083,0.426810821,0.83795434,0.690134129
druid411,druid,411,com.alibaba.druid.sql.ast.SQLObjectImpl.hasBeforeComment(),11,1.63636364,3.5,0.318,3.5,0.31818182,18,4,2,18,6,2,0.22222222,0.11111111,0.33333333,0.11111111,3,7,4,0.27272727,0.63636364,0.36363636,0,22,1,1.120267597,0.337024256,0.944120294,0.690812355
jcodec372,jcodec,372,"org.jcodec.codecs.h264.H264Utils.wipePSinplace(ByteBuffer,Collection<ByteBuffer>,Collection<ByteBuffer>)",16,1.75,7.73684211,0.484,9,0.5625,28,3,3,28,15,15,0.10714286,0.10714286,0.53571429,0.53571429,9,19,15,0.5625,1.1875,0.9375,1,59,0.98333333,0.637940021,0.776785717,0.729361002,0.691661804
druid385,druid,385,"com.alibaba.druid.sql.PagerUtils.limit(String,String,int,int)",15,1.8,6.58333333,0.439,5,0.33333333,27,0,0,27,5,5,0,0,0.18518519,0.18518519,3,9,4,0.2,0.6,0.26666667,24,26,0.52,1.052790399,0.381319634,0.880360315,0.691908956
gson41,gson,41,com.google.gson.stream.JsonWriter.beforeValue(),24,6.25,14.7,0.613,16,0.66666667,150,46,37,150,107,91,0.30666667,0.24666667,0.71333333,0.60666667,7,22,7,0.29166667,0.91666667,0.29166667,0,45,1,0.515579497,0.90138166,0.774051392,0.692210631
jcodec231,jcodec,231,"org.jcodec.codecs.h264.decode.Intra4x4PredictionBuilder.predictVerticalRight(int[],boolean,boolean,byte[],byte[],byte[],int,int,int,byte[])",28,1,10.8656716,0.388,9,0.32142857,28,9,4,28,10,4,0.32142857,0.14285714,0.35714286,0.14285714,1,28,-1,0.03571429,1,-0.0357143,0,463,1,1.093230565,0.351744919,0.915428975,0.693445995
mybatis-3283,mybatis-3,283,org.apache.ibatis.builder.MapperBuilderAssistant.setCurrentNamespace(String),10,3.6,6,0.600,5.5,0.55,36,6,5,36,21,19,0.16666667,0.13888889,0.58333333,0.52777778,4,6,6,0.4,0.6,0.6,0,38,1,0.652298877,0.762265954,0.724909529,0.693577238
mybatis-338,mybatis-3,38,org.apache.ibatis.builder.xml.XMLConfigBuilder.settingsElement(Properties),28,1.14285714,14.7051282,0.525,14.5,0.51785714,32,15,15,32,17,16,0.46875,0.46875,0.53125,0.5,1,29,-1,0.03571429,1.03571429,-0.0357143,0,251,1,0.694594657,0.71984444,0.71984444,0.694594657
jcodec264,jcodec,264,"org.jcodec.codecs.h264.decode.MBlockDecoderBase.decodeChromaResidual(MBlock,boolean,boolean,int,int,int,int)",10,1.7,5.38095238,0.538,4,0.4,17,3,3,17,11,6,0.17647059,0.17647059,0.64705882,0.35294118,3,7,3,0.3,0.7,0.3,0,79,1,0.882431366,0.533448663,0.760713557,0.696108811
jcodec280,jcodec,280,"org.jcodec.codecs.mpeg4.MPEG4Interpolator.vertMiddle16Safe(byte[],byte[],int,int,int,int)",26,1.03846154,10.2368421,0.394,8,0.30769231,27,9,5,27,10,2,0.33333333,0.18518519,0.37037037,0.07407407,6,26,10,0.23076923,1,0.38461539,0,169,1,1.156126622,0.316483057,0.975711733,0.696259223
jcodec476,jcodec,476,"org.jcodec.codecs.h264.decode.BlockInterpolator.getChroma0X(byte[],int,int,byte[],int,int,int,int,int,int,int)",12,1.75,5.04166667,0.420,5,0.41666667,21,5,4,21,8,8,0.23809524,0.19047619,0.38095238,0.38095238,4,10,6,0.33333333,0.83333333,0.5,1,72,0.98630137,0.850586697,0.56456694,0.746211143,0.696708325
jcodec100,jcodec,100,"org.jcodec.codecs.h264.decode.SliceReader.readChromaResidual(MBlock,boolean,boolean,int)",14,1.07142857,6.24444444,0.446,6,0.42857143,15,1,1,15,9,6,0.06666667,0.06666667,0.6,0.4,4,13,4,0.28571429,0.92857143,0.28571429,0,111,1,0.828571428,0.586236702,0.737342167,0.697517463
junit4409,junit4,409,org.junit.runners.parameterized.TestWithParameters.equals(Object),13,2.15384615,6,0.462,5.5,0.42307692,28,8,8,28,11,11,0.28571429,0.28571429,0.39285714,0.39285714,6,9,16,0.46153846,0.69230769,1.23076923,4,37,0.90243902,0.837533696,0.577348086,0.740011171,0.697980639
spatial4j16,spatial4j,16,"org.locationtech.spatial4j.shape.impl.CircleImpl.relateRectanglePhase2(Rectangle,SpatialRelation)",49,2.28571429,18.3333333,0.374,15.5,0.31632653,112,1,1,112,23,16,0.00892857,0.00892857,0.20535714,0.14285714,16,38,1,0.32653061,0.7755102,0.02040816,0,148,1,1.096404714,0.347088801,0.913650018,0.698439386
jcodec434,jcodec,434,org.jcodec.containers.mp3.MPEGAudioDemuxer.readFrame(ByteBuffer),11,2.36363636,4.08333333,0.371,3.5,0.31818182,26,7,3,26,17,4,0.26923077,0.11538462,0.65384615,0.15384615,4,12,5,0.36363636,1.09090909,0.45454546,0,45,1,1.086670313,0.353423695,0.904000005,0.698959704
spatial4j57,spatial4j,57,org.locationtech.spatial4j.io.PolyshapeReader.read(Reader),90,1.53333333,31.7164179,0.352,35,0.38888889,138,30,25,138,67,48,0.2173913,0.18115942,0.48550725,0.34782609,21,60,3,0.23333333,0.66666667,0.03333333,45,199,0.81557377,0.893749181,0.521744725,0.759319022,0.703164119
druid144,druid,144,com.alibaba.druid.wall.WallProvider.checkValid(String),11,1.63636364,4.88888889,0.444,5,0.45454545,18,3,2,18,10,8,0.16666667,0.11111111,0.55555556,0.44444444,2,8,3,0.18181818,0.72727273,0.27272727,0,19,1,0.778564478,0.635721973,0.717811637,0.703598981
druid730,druid,730,com.alibaba.druid.sql.visitor.SQLASTOutputVisitor.visit(SQLPartitionValue),19,1.05263158,9.89473684,0.521,12,0.63157895,20,4,3,20,16,12,0.2,0.15,0.8,0.6,12,16,42,0.63157895,0.84210526,2.21052632,1,84,0.98823529,0.543814371,0.871144058,0.747590777,0.704083852
spatial4j61,spatial4j,61,"org.locationtech.spatial4j.shape.impl.ShapeFactoryImpl.circle(Point,double)",11,13.2727273,5.6,0.509,4,0.36363636,146,20,19,146,45,44,0.1369863,0.13013699,0.30821918,0.30136986,4,9,6,0.36363636,0.81818182,0.54545455,14,28,0.66666667,0.945009394,0.472287195,0.787601089,0.704118225
junit4486,junit4,486,org.junit.internal.AssumptionViolatedException.describeTo(Description),16,2.375,9.30769231,0.582,11,0.6875,38,13,13,38,24,24,0.34210526,0.34210526,0.63157895,0.63157895,5,11,10,0.3125,0.6875,0.625,0,40,1,0.483104875,0.933567469,0.779993795,0.704661777
opennlp183,opennlp,183,opennlp.tools.parser.Parse.updateHeads(HeadRules),15,3.06666667,6.21052632,0.414,6,0.4,46,8,7,46,23,17,0.17391304,0.15217391,0.5,0.36956522,5,12,6,0.33333333,0.8,0.4,0,58,1,0.870314892,0.544590169,0.746624411,0.704683228
jcodec437,jcodec,437,org.jcodec.containers.mp4.MP4Util.getRootAtoms(SeekableByteChannel),14,1.85714286,4.91666667,0.351,4.5,0.32142857,26,3,0,26,8,5,0.11538462,0,0.30769231,0.19230769,3,13,3,0.21428571,0.92857143,0.21428571,0,43,1,1.054905708,0.374564511,0.869300404,0.705295281
gson66,gson,66,com.google.gson.DefaultDateTypeAdapter.deserializeToDate(String),12,13,5,0.417,4,0.33333333,156,9,9,156,46,36,0.05769231,0.05769231,0.2948718,0.23076923,4,8,15,0.33333333,0.66666667,1.25,7,33,0.825,1.017919656,0.40542021,0.838347831,0.705477772
junit4360,junit4,360,org.junit.experimental.max.MaxCore.buildRunner(Description),19,1,6.83333333,0.360,7,0.36842105,19,1,1,19,6,6,0.05263158,0.05263158,0.31578947,0.31578947,5,12,16,0.2631579,0.63157895,0.84210526,20,35,0.63636364,0.931147689,0.485239178,0.777095953,0.70612673
druid420,druid,420,com.alibaba.druid.sql.ast.statement.SQLSelect.accept0(SQLASTVisitor),11,1.81818182,5.16,0.469,5,0.45454545,20,10,10,20,12,9,0.5,0.5,0.6,0.45,2,10,2,0.18181818,0.90909091,0.18181818,0,43,1,0.774610009,0.639618297,0.713520544,0.707121394
mybatis-3202,mybatis-3,202,org.apache.ibatis.jdbc.ScriptRunner.runScript(Reader),11,2.81818182,5.55555556,0.505,5,0.45454545,31,9,5,31,23,14,0.29032258,0.16129032,0.74193548,0.4516129,2,8,3,0.18181818,0.72727273,0.27272727,0,15,1,0.773465628,0.640754069,0.71227802,0.708148909
jcodec406,jcodec,406,"org.jcodec.common.io.BitWriter.writeNBit(int,int)",19,1.15789474,9.28125,0.488,8,0.42105263,22,8,6,22,11,9,0.36363636,0.27272727,0.5,0.40909091,5,19,12,0.2631579,1,0.63157895,5,84,0.94382023,0.827256677,0.587061061,0.725574855,0.708897334
